timestamp,node_id,latency_ms,packet_drop_rate_percent,traffic_volume_gb
2026-06-07T22:37:52.726046,UPF-01,14.25,0.03,73.65
2026-06-07T22:37:52.726046,UPF-02,15.58,0.01,77.6
2026-06-07T22:52:52.726046,AMF-01,18.47,0.03,51.34
2026-06-07T22:52:52.726046,AMF-02,10.32,0.01,180.7
2026-06-07T22:52:52.726046,SMF-01,12.43,0.09,154.58
2026-06-07T22:52:52.726046,UPF-01,14.6,0.02,156.11
2026-06-07T22:52:52.726046,UPF-02,11.79,0.1,60.58
2026-06-07T23:07:52.726046,AMF-01,14.32,0.02,179.63
2026-06-07T23:07:52.726046,AMF-02,14.57,0.04,52.19
2026-06-07T23:07:52.726046,SMF-01,19.58,0.09,101.66
2026-06-07T23:07:52.726046,UPF-01,13.5,0.08,66.56
2026-06-07T23:07:52.726046,UPF-02,13.39,0.05,156.0
2026-06-07T23:22:52.726046,AMF-01,16.47,0.08,97.05
2026-06-07T23:22:52.726046,AMF-02,12.1,0.09,96.99
2026-06-07T23:22:52.726046,SMF-01,19.19,0.07,193.4
2026-06-07T23:22:52.726046,UPF-01,12.89,0.01,99.71
2026-06-07T23:22:52.726046,UPF-02,18.41,0.01,189.18
2026-06-07T23:37:52.726046,AMF-01,13.92,0.03,94.61
2026-06-07T23:37:52.726046,AMF-02,11.22,0.09,170.0
2026-06-07T23:37:52.726046,SMF-01,12.74,0.09,52.8
2026-06-07T23:37:52.726046,UPF-01,18.79,0.06,92.82
2026-06-07T23:37:52.726046,UPF-02,15.01,0.02,99.72
2026-06-07T23:52:52.726046,AMF-01,14.06,0.09,61.21
2026-06-07T23:52:52.726046,AMF-02,11.57,0.08,116.74
2026-06-07T23:52:52.726046,SMF-01,12.88,0.02,172.35
2026-06-07T23:52:52.726046,UPF-01,18.61,0.02,122.94
2026-06-07T23:52:52.726046,UPF-02,13.74,0.02,194.33
2026-06-08T00:07:52.726046,AMF-01,11.56,0.09,63.32
2026-06-08T00:07:52.726046,AMF-02,11.49,0.06,196.51
2026-06-08T00:07:52.726046,SMF-01,16.89,0.09,130.95
2026-06-08T00:07:52.726046,UPF-01,15.69,0.07,123.71
2026-06-08T00:07:52.726046,UPF-02,10.42,0.03,195.08
2026-06-08T00:22:52.726046,AMF-01,16.26,0.03,104.19
2026-06-08T00:22:52.726046,AMF-02,13.27,0.02,69.17
2026-06-08T00:22:52.726046,SMF-01,18.28,0.02,66.31
2026-06-08T00:22:52.726046,UPF-01,19.11,0.09,113.19
2026-06-08T00:22:52.726046,UPF-02,18.11,0.04,83.52
2026-06-08T00:37:52.726046,AMF-01,12.25,0.07,187.04
2026-06-08T00:37:52.726046,AMF-02,11.69,0.07,138.87
2026-06-08T00:37:52.726046,SMF-01,19.61,0.06,87.55
2026-06-08T00:37:52.726046,UPF-01,16.38,0.05,171.9
2026-06-08T00:37:52.726046,UPF-02,11.19,0.01,52.57
2026-06-08T00:52:52.726046,AMF-01,11.51,0.05,63.25
2026-06-08T00:52:52.726046,AMF-02,18.53,0.07,104.21
2026-06-08T00:52:52.726046,SMF-01,11.77,0.09,153.43
2026-06-08T00:52:52.726046,UPF-01,15.74,0.03,133.36
2026-06-08T00:52:52.726046,UPF-02,18.75,0.06,72.31
2026-06-08T01:07:52.726046,AMF-01,16.7,0.03,71.4
2026-06-08T01:07:52.726046,AMF-02,18.71,0.05,84.63
2026-06-08T01:07:52.726046,SMF-01,11.6,0.06,106.49
2026-06-08T01:07:52.726046,UPF-01,16.94,0.08,69.81
2026-06-08T01:07:52.726046,UPF-02,18.0,0.07,57.88
2026-06-08T01:22:52.726046,AMF-01,16.35,0.1,132.63
2026-06-08T01:22:52.726046,AMF-02,16.81,0.05,66.48
2026-06-08T01:22:52.726046,SMF-01,17.24,0.1,154.8
2026-06-08T01:22:52.726046,UPF-01,19.72,0.02,185.09
2026-06-08T01:22:52.726046,UPF-02,15.18,0.08,130.69
2026-06-08T01:37:52.726046,AMF-01,14.36,0.08,105.52
2026-06-08T01:37:52.726046,AMF-02,14.78,0.08,189.26
2026-06-08T01:37:52.726046,SMF-01,16.77,0.03,145.91
2026-06-08T01:37:52.726046,UPF-01,16.29,0.01,140.27
2026-06-08T01:37:52.726046,UPF-02,15.54,0.0,148.69
2026-06-08T01:52:52.726046,AMF-01,15.86,0.06,149.73
2026-06-08T01:52:52.726046,AMF-02,19.72,0.06,57.88
2026-06-08T01:52:52.726046,SMF-01,12.85,0.04,128.87
2026-06-08T01:52:52.726046,UPF-01,10.93,0.07,74.85
2026-06-08T01:52:52.726046,UPF-02,18.16,0.05,78.67
2026-06-08T02:07:52.726046,AMF-01,18.25,0.06,92.97
2026-06-08T02:07:52.726046,AMF-02,12.34,0.01,85.46
2026-06-08T02:07:52.726046,SMF-01,19.06,0.02,126.98
2026-06-08T02:07:52.726046,UPF-01,12.12,0.05,92.44
2026-06-08T02:07:52.726046,UPF-02,18.72,0.02,127.25
2026-06-08T02:22:52.726046,AMF-01,13.32,0.04,142.87
2026-06-08T02:22:52.726046,AMF-02,18.84,0.07,154.09
2026-06-08T02:22:52.726046,SMF-01,13.56,0.02,120.82
2026-06-08T02:22:52.726046,UPF-01,13.03,0.05,57.18
2026-06-08T02:22:52.726046,UPF-02,17.47,0.08,132.68
2026-06-08T02:37:52.726046,AMF-01,14.12,0.07,152.25
2026-06-08T02:37:52.726046,AMF-02,14.99,0.08,95.03
2026-06-08T02:37:52.726046,SMF-01,16.68,0.09,112.48
2026-06-08T02:37:52.726046,UPF-01,11.24,0.0,185.62
2026-06-08T02:37:52.726046,UPF-02,15.68,0.05,130.27
2026-06-08T02:52:52.726046,AMF-01,18.03,0.04,63.26
2026-06-08T02:52:52.726046,AMF-02,15.33,0.0,67.39
2026-06-08T02:52:52.726046,SMF-01,19.12,0.07,145.88
2026-06-08T02:52:52.726046,UPF-01,10.96,0.04,175.72
2026-06-08T02:52:52.726046,UPF-02,10.72,0.05,79.8
2026-06-08T03:07:52.726046,AMF-01,11.54,0.01,174.67
2026-06-08T03:07:52.726046,AMF-02,16.19,0.0,128.32
2026-06-08T03:07:52.726046,SMF-01,10.58,0.03,147.08
2026-06-08T03:07:52.726046,UPF-01,15.75,0.05,185.55
2026-06-08T03:07:52.726046,UPF-02,16.29,0.02,144.27
2026-06-08T03:22:52.726046,AMF-01,14.59,0.09,161.53
2026-06-08T03:22:52.726046,AMF-02,15.48,0.08,60.1
2026-06-08T03:22:52.726046,SMF-01,14.57,0.04,88.04
2026-06-08T03:22:52.726046,UPF-01,11.21,0.07,176.07
2026-06-08T03:22:52.726046,UPF-02,10.0,0.05,179.39
2026-06-08T03:37:52.726046,AMF-01,19.26,0.05,140.52
2026-06-08T03:37:52.726046,AMF-02,18.95,0.0,83.99
2026-06-08T03:37:52.726046,SMF-01,16.34,0.07,126.9
2026-06-08T03:37:52.726046,UPF-01,17.66,0.0,99.72
2026-06-08T03:37:52.726046,UPF-02,16.22,0.0,192.65
2026-06-08T03:52:52.726046,AMF-01,12.38,0.07,120.26
2026-06-08T03:52:52.726046,AMF-02,10.64,0.05,199.8
2026-06-08T03:52:52.726046,SMF-01,13.69,0.06,129.72
2026-06-08T03:52:52.726046,UPF-01,16.82,0.08,70.14
2026-06-08T03:52:52.726046,UPF-02,11.78,0.1,118.07
2026-06-08T04:07:52.726046,AMF-01,16.6,0.1,88.82
2026-06-08T04:07:52.726046,AMF-02,10.46,0.04,122.78
2026-06-08T04:07:52.726046,SMF-01,17.7,0.09,130.98
2026-06-08T04:07:52.726046,UPF-01,12.11,0.08,100.95
2026-06-08T04:07:52.726046,UPF-02,14.95,0.05,151.59
2026-06-08T04:22:52.726046,AMF-01,15.64,0.05,112.82
2026-06-08T04:22:52.726046,AMF-02,14.0,0.05,150.29
2026-06-08T04:22:52.726046,SMF-01,19.48,0.08,107.41
2026-06-08T04:22:52.726046,UPF-01,17.76,0.05,126.0
2026-06-08T04:22:52.726046,UPF-02,14.01,0.0,195.24
2026-06-08T04:37:52.726046,AMF-01,17.3,0.08,73.0
2026-06-08T04:37:52.726046,AMF-02,18.71,0.05,194.74
2026-06-08T04:37:52.726046,SMF-01,14.75,0.06,159.94
2026-06-08T04:37:52.726046,UPF-01,19.71,0.05,141.99
2026-06-08T04:37:52.726046,UPF-02,15.08,0.09,52.89
2026-06-08T04:52:52.726046,AMF-01,15.76,0.03,127.41
2026-06-08T04:52:52.726046,AMF-02,15.1,0.05,124.61
2026-06-08T04:52:52.726046,SMF-01,15.07,0.04,142.83
2026-06-08T04:52:52.726046,UPF-01,12.42,0.03,174.99
2026-06-08T04:52:52.726046,UPF-02,14.07,0.01,194.2
2026-06-08T05:07:52.726046,AMF-01,16.39,0.08,167.23
2026-06-08T05:07:52.726046,AMF-02,11.96,0.01,55.63
2026-06-08T05:07:52.726046,SMF-01,19.14,0.08,85.93
2026-06-08T05:07:52.726046,UPF-01,11.0,0.03,104.43
2026-06-08T05:07:52.726046,UPF-02,10.33,0.09,161.09
2026-06-08T05:22:52.726046,AMF-01,16.28,0.02,142.06
2026-06-08T05:22:52.726046,AMF-02,19.69,0.06,81.8
2026-06-08T05:22:52.726046,SMF-01,17.2,0.07,185.21
2026-06-08T05:22:52.726046,UPF-01,18.86,0.04,135.24
2026-06-08T05:22:52.726046,UPF-02,18.62,0.07,182.93
2026-06-08T05:37:52.726046,AMF-01,17.15,0.01,175.88
2026-06-08T05:37:52.726046,AMF-02,17.73,0.04,129.91
2026-06-08T05:37:52.726046,SMF-01,15.64,0.02,83.87
2026-06-08T05:37:52.726046,UPF-01,18.36,0.03,82.03
2026-06-08T05:37:52.726046,UPF-02,16.54,0.05,102.0
2026-06-08T05:52:52.726046,AMF-01,17.67,0.01,156.37
2026-06-08T05:52:52.726046,AMF-02,18.93,0.02,108.32
2026-06-08T05:52:52.726046,SMF-01,12.77,0.03,75.01
2026-06-08T05:52:52.726046,UPF-01,13.66,0.06,129.84
2026-06-08T05:52:52.726046,UPF-02,18.47,0.1,182.6
2026-06-08T06:07:52.726046,AMF-01,10.11,0.01,81.13
2026-06-08T06:07:52.726046,AMF-02,14.26,0.07,191.51
2026-06-08T06:07:52.726046,SMF-01,11.05,0.03,167.64
2026-06-08T06:07:52.726046,UPF-01,17.46,0.07,134.82
2026-06-08T06:07:52.726046,UPF-02,11.23,0.01,104.67
2026-06-08T06:22:52.726046,AMF-01,12.48,0.03,95.4
2026-06-08T06:22:52.726046,AMF-02,18.35,0.03,81.77
2026-06-08T06:22:52.726046,SMF-01,17.09,0.06,102.75
2026-06-08T06:22:52.726046,UPF-01,11.8,0.02,60.23
2026-06-08T06:22:52.726046,UPF-02,13.42,0.04,194.98
2026-06-08T06:37:52.726046,AMF-01,19.89,0.05,164.92
2026-06-08T06:37:52.726046,AMF-02,19.76,0.03,51.95
2026-06-08T06:37:52.726046,SMF-01,11.1,0.04,93.33
2026-06-08T06:37:52.726046,UPF-01,14.31,0.03,133.64
2026-06-08T06:37:52.726046,UPF-02,11.17,0.07,139.16
2026-06-08T06:52:52.726046,AMF-01,18.97,0.09,50.98
2026-06-08T06:52:52.726046,AMF-02,12.97,0.01,176.35
2026-06-08T06:52:52.726046,SMF-01,17.88,0.09,85.31
2026-06-08T06:52:52.726046,UPF-01,10.8,0.09,50.08
2026-06-08T06:52:52.726046,UPF-02,14.64,0.02,90.2
2026-06-08T07:07:52.726046,AMF-01,16.06,0.09,173.08
2026-06-08T07:07:52.726046,AMF-02,10.94,0.08,119.93
2026-06-08T07:07:52.726046,SMF-01,17.78,0.09,160.38
2026-06-08T07:07:52.726046,UPF-01,12.21,0.06,107.64
2026-06-08T07:07:52.726046,UPF-02,12.79,0.03,192.02
2026-06-08T07:22:52.726046,AMF-01,13.0,0.07,152.47
2026-06-08T07:22:52.726046,AMF-02,19.23,0.0,94.62
2026-06-08T07:22:52.726046,SMF-01,14.82,0.05,73.64
2026-06-08T07:22:52.726046,UPF-01,16.3,0.09,190.72
2026-06-08T07:22:52.726046,UPF-02,18.13,0.09,157.94
2026-06-08T07:37:52.726046,AMF-01,14.52,0.02,187.81
2026-06-08T07:37:52.726046,AMF-02,11.15,0.04,80.16
2026-06-08T07:37:52.726046,SMF-01,19.67,0.09,50.31
2026-06-08T07:37:52.726046,UPF-01,12.86,0.04,86.4
2026-06-08T07:37:52.726046,UPF-02,17.08,0.0,189.76
2026-06-08T07:52:52.726046,AMF-01,14.2,0.03,105.74
2026-06-08T07:52:52.726046,AMF-02,16.6,0.03,165.19
2026-06-08T07:52:52.726046,SMF-01,17.67,0.02,107.38
2026-06-08T07:52:52.726046,UPF-01,15.03,0.08,59.25
2026-06-08T07:52:52.726046,UPF-02,15.76,0.09,120.3
2026-06-08T08:07:52.726046,AMF-01,10.25,0.08,75.86
2026-06-08T08:07:52.726046,AMF-02,17.47,0.05,84.37
2026-06-08T08:07:52.726046,SMF-01,17.12,0.04,61.14
2026-06-08T08:07:52.726046,UPF-01,19.93,0.04,130.63
2026-06-08T08:07:52.726046,UPF-02,16.45,0.08,121.24
2026-06-08T08:22:52.726046,AMF-01,18.67,0.08,86.83
2026-06-08T08:22:52.726046,AMF-02,12.21,0.04,95.51
2026-06-08T08:22:52.726046,SMF-01,12.24,0.04,170.9
2026-06-08T08:22:52.726046,UPF-01,17.84,0.07,88.56
2026-06-08T08:22:52.726046,UPF-02,13.57,0.05,75.39
2026-06-08T08:37:52.726046,AMF-01,17.82,0.06,194.25
2026-06-08T08:37:52.726046,AMF-02,13.45,0.05,62.63
2026-06-08T08:37:52.726046,SMF-01,14.25,0.08,111.07
2026-06-08T08:37:52.726046,UPF-01,15.88,0.01,78.74
2026-06-08T08:37:52.726046,UPF-02,12.47,0.07,63.77
2026-06-08T08:52:52.726046,AMF-01,10.91,0.03,94.81
2026-06-08T08:52:52.726046,AMF-02,16.9,0.09,99.13
2026-06-08T08:52:52.726046,SMF-01,17.55,0.0,167.3
2026-06-08T08:52:52.726046,UPF-01,14.07,0.01,159.35
2026-06-08T08:52:52.726046,UPF-02,19.65,0.01,145.79
2026-06-08T09:07:52.726046,AMF-01,14.89,0.06,66.4
2026-06-08T09:07:52.726046,AMF-02,19.97,0.09,125.66
2026-06-08T09:07:52.726046,SMF-01,10.59,0.02,117.86
2026-06-08T09:07:52.726046,UPF-01,18.61,0.08,105.59
2026-06-08T09:07:52.726046,UPF-02,18.49,0.01,122.63
2026-06-08T09:22:52.726046,AMF-01,19.37,0.0,68.19
2026-06-08T09:22:52.726046,AMF-02,11.5,0.1,178.29
2026-06-08T09:22:52.726046,SMF-01,13.1,0.01,51.71
2026-06-08T09:22:52.726046,UPF-01,18.65,0.06,139.89
2026-06-08T09:22:52.726046,UPF-02,18.11,0.04,62.62
2026-06-08T09:37:52.726046,AMF-01,11.78,0.01,120.76
2026-06-08T09:37:52.726046,AMF-02,14.44,0.03,147.66
2026-06-08T09:37:52.726046,SMF-01,18.67,0.05,115.72
2026-06-08T09:37:52.726046,UPF-01,18.06,0.03,133.41
2026-06-08T09:37:52.726046,UPF-02,19.92,0.05,74.57
2026-06-08T09:52:52.726046,AMF-01,10.99,0.1,84.24
2026-06-08T09:52:52.726046,AMF-02,17.93,0.04,141.66
2026-06-08T09:52:52.726046,SMF-01,13.07,0.09,177.86
2026-06-08T09:52:52.726046,UPF-01,16.15,0.05,161.63
2026-06-08T09:52:52.726046,UPF-02,18.23,0.08,194.96
2026-06-08T10:07:52.726046,AMF-01,12.88,0.03,107.14
2026-06-08T10:07:52.726046,AMF-02,14.49,0.05,186.86
2026-06-08T10:07:52.726046,SMF-01,17.04,0.05,143.24
2026-06-08T10:07:52.726046,UPF-01,17.29,0.01,97.46
2026-06-08T10:07:52.726046,UPF-02,14.33,0.06,160.41
2026-06-08T10:22:52.726046,AMF-01,10.02,0.0,110.6
2026-06-08T10:22:52.726046,AMF-02,16.06,0.05,59.3
2026-06-08T10:22:52.726046,SMF-01,10.47,0.08,104.93
2026-06-08T10:22:52.726046,UPF-01,11.69,0.04,114.03
2026-06-08T10:22:52.726046,UPF-02,16.17,0.1,82.16
2026-06-08T10:37:52.726046,AMF-01,12.29,0.0,83.22
2026-06-08T10:37:52.726046,AMF-02,10.44,0.06,155.36
2026-06-08T10:37:52.726046,SMF-01,18.07,0.02,188.0
2026-06-08T10:37:52.726046,UPF-01,18.04,0.08,133.37
2026-06-08T10:37:52.726046,UPF-02,11.12,0.09,192.12
2026-06-08T10:52:52.726046,AMF-01,16.93,0.0,53.4
2026-06-08T10:52:52.726046,AMF-02,16.41,0.05,108.13
2026-06-08T10:52:52.726046,SMF-01,14.19,0.02,190.1
2026-06-08T10:52:52.726046,UPF-01,11.06,0.02,179.24
2026-06-08T10:52:52.726046,UPF-02,12.65,0.08,153.13
2026-06-08T11:07:52.726046,AMF-01,18.3,0.0,132.35
2026-06-08T11:07:52.726046,AMF-02,12.3,0.09,141.82
2026-06-08T11:07:52.726046,SMF-01,19.3,0.01,79.47
2026-06-08T11:07:52.726046,UPF-01,16.4,0.01,85.23
2026-06-08T11:07:52.726046,UPF-02,15.26,0.03,140.01
2026-06-08T11:22:52.726046,AMF-01,14.97,0.02,85.84
2026-06-08T11:22:52.726046,AMF-02,11.97,0.08,160.32
2026-06-08T11:22:52.726046,SMF-01,10.99,0.1,118.55
2026-06-08T11:22:52.726046,UPF-01,18.37,0.01,68.59
2026-06-08T11:22:52.726046,UPF-02,16.69,0.03,116.35
2026-06-08T11:37:52.726046,AMF-01,12.44,0.05,160.34
2026-06-08T11:37:52.726046,AMF-02,11.62,0.09,137.81
2026-06-08T11:37:52.726046,SMF-01,12.29,0.03,109.07
2026-06-08T11:37:52.726046,UPF-01,12.24,0.09,73.42
2026-06-08T11:37:52.726046,UPF-02,15.26,0.04,138.91
2026-06-08T11:52:52.726046,AMF-01,19.42,0.08,174.49
2026-06-08T11:52:52.726046,AMF-02,10.22,0.05,149.66
2026-06-08T11:52:52.726046,SMF-01,13.58,0.06,123.85
2026-06-08T11:52:52.726046,UPF-01,19.29,0.0,155.36
2026-06-08T11:52:52.726046,UPF-02,15.93,0.05,92.71
2026-06-08T12:07:52.726046,AMF-01,19.0,0.01,186.85
2026-06-08T12:07:52.726046,AMF-02,15.3,0.04,149.2
2026-06-08T12:07:52.726046,SMF-01,14.55,0.01,148.94
2026-06-08T12:07:52.726046,UPF-01,14.07,0.06,79.84
2026-06-08T12:07:52.726046,UPF-02,14.62,0.0,65.79
2026-06-08T12:22:52.726046,AMF-01,16.77,0.01,113.2
2026-06-08T12:22:52.726046,AMF-02,17.6,0.02,141.28
2026-06-08T12:22:52.726046,SMF-01,12.44,0.02,98.57
2026-06-08T12:22:52.726046,UPF-01,15.18,0.05,53.91
2026-06-08T12:22:52.726046,UPF-02,15.07,0.08,84.93
2026-06-08T12:37:52.726046,AMF-01,15.32,0.09,112.55
2026-06-08T12:37:52.726046,AMF-02,12.32,0.08,143.36
2026-06-08T12:37:52.726046,SMF-01,10.85,0.09,122.16
2026-06-08T12:37:52.726046,UPF-01,13.5,0.05,73.43
2026-06-08T12:37:52.726046,UPF-02,18.43,0.05,109.91
2026-06-08T12:52:52.726046,AMF-01,17.37,0.08,57.25
2026-06-08T12:52:52.726046,AMF-02,15.57,0.06,170.05
2026-06-08T12:52:52.726046,SMF-01,19.78,0.01,119.4
2026-06-08T12:52:52.726046,UPF-01,19.35,0.06,52.57
2026-06-08T12:52:52.726046,UPF-02,12.04,0.09,144.8
2026-06-08T13:07:52.726046,AMF-01,14.05,0.09,103.48
2026-06-08T13:07:52.726046,AMF-02,17.65,0.1,178.46
2026-06-08T13:07:52.726046,SMF-01,12.82,0.02,149.29
2026-06-08T13:07:52.726046,UPF-01,12.01,0.08,110.99
2026-06-08T13:07:52.726046,UPF-02,14.1,0.05,74.32
2026-06-08T13:22:52.726046,AMF-01,11.17,0.01,132.64
2026-06-08T13:22:52.726046,AMF-02,17.0,0.02,199.93
2026-06-08T13:22:52.726046,SMF-01,14.05,0.05,153.62
2026-06-08T13:22:52.726046,UPF-01,14.42,0.05,184.0
2026-06-08T13:22:52.726046,UPF-02,12.08,0.05,95.08
2026-06-08T13:37:52.726046,AMF-01,10.3,0.1,86.1
2026-06-08T13:37:52.726046,AMF-02,11.37,0.01,171.31
2026-06-08T13:37:52.726046,SMF-01,16.77,0.08,187.7
2026-06-08T13:37:52.726046,UPF-01,13.18,0.01,55.33
2026-06-08T13:37:52.726046,UPF-02,14.53,0.04,108.34
2026-06-08T13:52:52.726046,AMF-01,18.65,0.08,155.45
2026-06-08T13:52:52.726046,AMF-02,15.2,0.08,141.19
2026-06-08T13:52:52.726046,SMF-01,17.43,0.08,189.82
2026-06-08T13:52:52.726046,UPF-01,14.53,0.06,125.26
2026-06-08T13:52:52.726046,UPF-02,15.63,0.01,141.71
2026-06-08T14:07:52.726046,AMF-01,18.68,0.07,157.67
2026-06-08T14:07:52.726046,AMF-02,18.22,0.01,65.96
2026-06-08T14:07:52.726046,SMF-01,14.08,0.03,127.22
2026-06-08T14:07:52.726046,UPF-01,19.17,0.0,119.51
2026-06-08T14:07:52.726046,UPF-02,15.62,0.07,169.8
2026-06-08T14:22:52.726046,AMF-01,14.34,0.07,88.95
2026-06-08T14:22:52.726046,AMF-02,11.28,0.04,151.41
2026-06-08T14:22:52.726046,SMF-01,10.82,0.08,113.56
2026-06-08T14:22:52.726046,UPF-01,10.43,0.01,190.49
2026-06-08T14:22:52.726046,UPF-02,17.99,0.05,191.67
2026-06-08T14:37:52.726046,AMF-01,11.42,0.09,196.21
2026-06-08T14:37:52.726046,AMF-02,14.2,0.08,63.58
2026-06-08T14:37:52.726046,SMF-01,18.87,0.02,120.99
2026-06-08T14:37:52.726046,UPF-01,12.22,0.04,173.06
2026-06-08T14:37:52.726046,UPF-02,11.58,0.05,192.86
2026-06-08T14:52:52.726046,AMF-01,13.33,0.03,111.66
2026-06-08T14:52:52.726046,AMF-02,15.21,0.06,196.89
2026-06-08T14:52:52.726046,SMF-01,10.27,0.08,88.69
2026-06-08T14:52:52.726046,UPF-01,10.12,0.05,185.0
2026-06-08T14:52:52.726046,UPF-02,17.48,0.08,131.76
2026-06-08T15:07:52.726046,AMF-01,18.38,0.03,115.93
2026-06-08T15:07:52.726046,AMF-02,12.48,0.04,109.48
2026-06-08T15:07:52.726046,SMF-01,11.24,0.08,187.71
2026-06-08T15:07:52.726046,UPF-01,18.84,0.03,60.8
2026-06-08T15:07:52.726046,UPF-02,16.69,0.0,123.95
2026-06-08T15:22:52.726046,AMF-01,19.66,0.03,88.39
2026-06-08T15:22:52.726046,AMF-02,12.35,0.06,183.49
2026-06-08T15:22:52.726046,SMF-01,13.06,0.03,70.57
2026-06-08T15:22:52.726046,UPF-01,10.99,0.09,75.16
2026-06-08T15:22:52.726046,UPF-02,10.92,0.03,126.94
2026-06-08T15:37:52.726046,AMF-01,16.69,0.03,178.68
2026-06-08T15:37:52.726046,AMF-02,19.94,0.02,134.04
2026-06-08T15:37:52.726046,SMF-01,11.81,0.07,89.85
2026-06-08T15:37:52.726046,UPF-01,17.22,0.06,115.46
2026-06-08T15:37:52.726046,UPF-02,15.82,0.1,104.73
2026-06-08T15:52:52.726046,AMF-01,17.95,0.07,184.81
2026-06-08T15:52:52.726046,AMF-02,17.83,0.09,126.94
2026-06-08T15:52:52.726046,SMF-01,15.68,0.09,131.01
2026-06-08T15:52:52.726046,UPF-01,16.53,0.02,116.76
